"Scientific","tl"
"Clarias laeviceps",3.44
"Clarias lamottei",3.33
"Clarias leiacanthus",3.45
"Clarias liocephalus",3.26
"Clarias longior",3.38
"Clarias maclareni",4.2
"Clarias macrocephalus",3.7
"Clarias macromystax",3.44
"Clarias magur",3.41
"Clarias meladerma",3.49
"Clarias microspilus",3.42
"Clarias microstomus",3.34
"Clarias nebulosus",3.46
"Clarias ngamensis",4.3
"Clarias nieuhofii",3.51
"Clarias nigricans",3.47
"Clarias nigromarmoratus",3.35
"Clarias olivaceus",3.43
"Clarias pachynema",3.46
"Clarias planiceps",3.46
"Clarias platycephalus",4.2
"Clarias pseudoleiacanthus",3.43
"Clarias pseudonieuhofii",3.47
"Clarias salae",3.51
"Clarias serniosus",3.36
"Clarias stappersii",4.47
"Clarias submarginatus",3.33
"Clarias sulcatus",3.4
"Clarias teijsmanni",3.07
"Clarias theodorae",3.46
"Clarias werneri",3.08999991416931
"Clariger chionomaculatus",3.21
"Clariger cosmurus",3.1
"Clariger exilis",3.16
"Clariger papillosus",3.16
"Clariger sirahamaensis",3.16
"Clariger taiwanensis",3.15
"Clarkichthys bilineatus",3.45
"Clarkus",2.55555555555556
"Clarotes bidorsalis",3.42
"Clarotes laticeps",3.14
"Clathria pauper",2
"Clausilia bidentata",2.5
"Clausilia bidentata (juv)",2.5
"Clausocalanus minor",2
"Clavelina oliva",2
"Clavularia frankiliana",2.33333333333333
"Cleidopus gloriamaris",3.62
"Cleisthenes herzensteini",3.42
"Cleisthenes pinetorum",3.39
"Cleithracara maronii",3.25
"Clelia clelia",3.925
"Clepticus africanus",3.54
"Clepticus brasiliensis",3.54
"Clepticus parrae",3.42
"Clepticus parrae ",3
"Clevelandia ios",2.80999994277954
"Clibanarius antillensis",2.24911124602088
"Clibanarius longitarsus",2.71
"Clibanarius virescens",2
"Clibanarius vittatus",2.53809523809524
"Clidoderma asperrimum",3.77
"Climacoporus navalis",3.24
"Clinitrachus argentatus",3.5
"Clinocardium nuttallii",2
"Clinocera",3
"Clinocera stagnalis",3
"Clinocottus acuticeps",3.5
"Clinocottus analis",3.08
"Clinocottus embryum",3.05
"Clinocottus globiceps",3.061
"Clinocottus recalvus",3.07
"Clinoporus biporosus",3.35
"Clinostomus elongatus",3.2
"Clinostomus funduloides",2.74
"Clinus acuminatus",3.3
"Clinus agilis",3.26
"Clinus arborescens",3.42
"Clinus berrisfordi",3.29
"Clinus brevicristatus",3.29
"Clinus cottoides",3.15
"Clinus exasperatus",3.33
"Clinus helenae",3.26
"Clinus heterodon",3.3
"Clinus latipennis",3.29
"Clinus musaicus",3.39
"Clinus nematopterus",3.46
"Clinus robustus",3.52
"Clinus rotundifrons",3.18
"Clinus spatulatus",3.57
"Clinus superciliosus",3.39
"Clinus taurus",3.4
"Clinus venustris",3.29
"Clinus woodi",3.34
"Clio pyramidata",3
"Cliona celata",2
"Clione antarctica",4.5
"Clione limacina",3.22076271186441
"Cloeotis percivali",3
"Cloudy Bubble Snail",2
"Clubiona comta",3.50587259733601
"Clubiona juvenis",2.46666666666667
"Clubiona pallidula",3.03333333333333
"Clubiona phragmitis",2.44444444444444
"Clubiona sp",2.45042656485671
"Clubiona stagnatilis",2.24264705882353
"Clubiona subtilis",2.52631578947368
"Clubionidae (juv)",3.5043076377556
"Clupanodon thrissa",3.14
"Clupea harengus",3.13857142857143
"Clupea manulensis",3.25
"Clupea pallasii marisalbi",3.23
"Clupea pallasii pallasii",3.16
"Clupea pallasii suworowi",3.23
"Clupeacharax anchoveoides",2.95
"Clupeichthys aesarnensis",2.89
"Clupeichthys bleekeri",2.99
"Clupeichthys goniognathus",3.1
"Clupeichthys perakensis",2.99
"Clupeocharax schoutedeni",3.17
"Clupeoides borneensis",3.1
"Clupeoides hypselosoma",3.11
"Clupeoides papuensis",3.3
"Clupeoides venulosus",3.2
"Clupeonella abrau",2.86
"Clupeonella caspia",3
"Clupeonella cultriventris",3
"Clupeonella engrauliformis",3
"Clupeonella grimmi",3.44
"Clupeonella muhlisi",3.55
"Clupeonella tscharchalensis",3
"Clupisoma bastari",3.31
"Clupisoma garua",3.73
"Clupisoma longianalis",3.3
"Clupisoma montana",3.38
"Clupisoma naziri",3.35
"Clupisoma nujiangense",3.39
"Clupisoma prateri",3.37
"Clupisoma roosae",3.32
"Clupisoma sinense",3.42
"Clymenella torquata",2
"Clymenura annulata",2
"Clyomys bishopi",2
"Clyomys laticeps",2
"Clypeasterophilus juvenilis",3.506
"Clypeasterophilus rugatus",3.506
"Clypeasterophilus stebbingi",3.506
"Clypeobarbus bellcrossi",2.9
"Clypeobarbus bomokandi",2.94
"Clypeobarbus breviclipeus",2.93
"Clypeobarbus congicus",2.92
"Clypeobarbus hypsolepis",2.96
"Clypeobarbus matthesi",2.92
"Clypeobarbus pleuropholis",2.96
"Clypeobarbus pseudognathodon",2.94
"Clypeobarbus schoutedeni",2.96
"Clytemnestra rostrata",2.90625
"Clytoceyx rex",3.45
"Clytoctantes alixii",3
"Clytoctantes atrogularis",3
"Clytomyias insignis",3
"Clytorhynchus hamlini",3
"Clytorhynchus nigrogularis",3
"Clytorhynchus pachycephaloides",2.9
"Clytorhynchus sanctaecrucis",3
"Clytorhynchus vitiensis",3
"Cnemarchus erythropygius",3
"Cnemaspis affinis",3
"Cnemaspis africana",3
"Cnemaspis alwisi",3
"Cnemaspis assamensis",3
"Cnemaspis barbouri",3
"Cnemaspis baueri",3
"Cnemaspis beddomei",3
"Cnemaspis dickersonae",3
"Cnemaspis elgonensis",3
"Cnemaspis gemunu",3
"Cnemaspis goaensis",3
"Cnemaspis heteropholis",3
"Cnemaspis indica",3
"Cnemaspis jerdonii",3
"Cnemaspis kandiana",3
"Cnemaspis kendallii",3
"Cnemaspis limi",3
"Cnemaspis littoralis",3
"Cnemaspis mcguirei",3
"Cnemaspis nigridia",3
"Cnemaspis occidentalis",3
"Cnemaspis peninsularis",3
"Cnemaspis petrodroma",3
"Cnemaspis quattuorseriata",3
"Cnemaspis siamensis",3
"Cnemaspis sisparensis",3
"Cnemaspis spinicollis",3
"Cnemaspis wynadensis",3
"Cnemidocarpa verrucosa",2
"Cnemidophorus arenivagus",2
"Cnemidophorus arubensis",2
"Cnemidophorus cryptus",3
"Cnemidophorus gramivagus",3
"Cnemidophorus lemniscatus",2.7
"Cnemidophorus murinus",2
"Cnemidophorus nigricolor",2.7
"Cnemidophorus senectus",2.7
"Cnemidophorus splendidus",3
"Cnemidophorus vanzoi",2.7
"Cnemophilus loriae",2.5
"Cnemophilus macgregorii",2
"Cnemotriccus fuscatus",3
"Cnesterodon brevirostratus",2.96
"Cnesterodon carnegiei",2.98
"Cnesterodon decemmaculatus",2.97
"Cnesterodon holopteros",2.98
"Cnesterodon hypselurus",2.98
"Cnesterodon iguape",2.98
"Cnesterodon omorgmatos",2.98
"Cnesterodon pirai",2.98
"Cnesterodon raddai",2.99
"Cnesterodon septentrionalis",2.98
"Cnidoglanis macrocephalus",2.81
"Cnipodectes subbrunneus",3
"Cnipodectes superrufus",3
"Cobitis albicoloris",3.23
"Cobitis amphilekta",3.18
"Cobitis arachthosensis",3.21
"Cobitis arenae",3.22
"Cobitis australis",3.22
"Cobitis avicennae",3.26
"Cobitis battalgili",3.2
"Cobitis bilineata",3.25
"Cobitis bilseli",3.34
"Cobitis biwae",3.26
"Cobitis brevipinna",3.17
"Cobitis calderoni",3.25
"Cobitis choii",3.2
"Cobitis crassicauda",3.24
"Cobitis dalmatina",3.19
"Cobitis damlae",3.19
"Cobitis dolichorhynchus",3.26
"Cobitis dorademiri",3.22
"Cobitis elazigensis",3.31
"Cobitis elongata",3.31
"Cobitis elongatoides",3.27
"Cobitis evreni",3.27
"Cobitis fahirae",3.22
"Cobitis faridpaki",3.2
"Cobitis fasciola",3.25
"Cobitis fimbriata",3.19
"Cobitis gladkovi",3.2
"Cobitis guttata",3.23
"Cobitis hankugensis",3.23
"Cobitis hellenica",3.23
"Cobitis illyrica",3.19
"Cobitis jadovaensis",3.23
"Cobitis kaibarai",3.16
"Cobitis kellei",3.14
"Cobitis keyvani",3.21
"Cobitis kurui",3.14
"Cobitis laoensis",3.25
"Cobitis lebedevi",3.23
"Cobitis leptosoma",3.27
"Cobitis levantina",3.23
"Cobitis linea",3.22
"Cobitis longitaeniatus",3.23
"Cobitis lutheri",3.24
"Cobitis macrostigma",3.29
"Cobitis magnostriata",3.24
"Cobitis maroccana",3.19
"Cobitis matsubarai",3.25
"Cobitis megaspila",3.23
"Cobitis melanoleuca",3.31
"Cobitis meridionalis",3.5
"Cobitis microcephala",3.18
"Cobitis minamorii",3.21
"Cobitis multimaculata",3.23
"Cobitis narentana",3.22
"Cobitis nigrolinea",3.18
"Cobitis nuicocensis",3.23
"Cobitis obtusirostra",3.26
"Cobitis ohridana",3.19
"Cobitis pacifica",3.23
"Cobitis paludica",3.02
"Cobitis phongnhaensis",3.23
"Cobitis phrygica",3.23
"Cobitis pontica",3.25
"Cobitis puncticulata",3.21
"Cobitis punctilineata",3.25
"Cobitis qujiangensis",3.19
"Cobitis rara",3.25
"Cobitis rhodopensis",3.23
"Cobitis sakahoko",3.23
"Cobitis satunini",3.23
"Cobitis shikokuensis",3.18
"Cobitis sibirica",3.23
"Cobitis simplicispina",3.26
"Cobitis sinensis",3.28
"Cobitis sipahilerae",3.23
"Cobitis splendens",3.23
"Cobitis squataeniatus",3.23
"Cobitis stenocauda",3.23
"Cobitis stephanidisi",3.23
"Cobitis striata",3.22
"Cobitis strumicae",3.26
"Cobitis taenia",3.26
"Cobitis takatsuensis",3.19
"Cobitis takenoi",3.22
"Cobitis tanaitica",3.24
"Cobitis taurica",3.24
"Cobitis tetralineata",3.23
"Cobitis trichonica",3.22
"Cobitis turcica",3.22
"Cobitis vardarensis",3.23
"Cobitis vettonica",3.23
"Cobitis wumingensis",3.21
"Cobitis ylengensis",3.23
"Cobitis zanandreai",3.21
"Cobitis zhejiangensis",3.23
"Coccorella atlantica",4.35
"Coccorella atrata",4.2
"Coccothraustes abeillei",2
"Coccothraustes coccothraustes",2.1
"Coccothraustes vespertinus",2.1
"Coccotropsis gymnoderma",3.07
"Coccycua cinerea",3
"Coccycua minuta",3
"Coccycua pumila",3
"Coccymys albidens",2
"Coccymys ruemmleri",2
"Coccyzus americanus",3.15
"Coccyzus erythropthalmus",3.15
"Coccyzus euleri",3
"Coccyzus ferrugineus",3.2
"Coccyzus lansbergi",3
"Coccyzus longirostris",3.3
"Coccyzus melacoryphus",3
"Coccyzus merlini",3.5
"Coccyzus minor",3.1
"Coccyzus pluvialis",3.45
"Coccyzus rufigularis",3.45
"Coccyzus vetula",3.45
"Coccyzus vieilloti",3.5
"Cochlefelis burmanicus",3.58
"Cochlefelis danielsi",3.6
"Cochlefelis insidiator",3.53
"Cochlefelis spatula",3.6
"Cochleoceps bassensis",3.23
"Cochleoceps bicolor",3.27
"Cochleoceps orientalis",3.21
"Cochleoceps spatula",3.23
"Cochleoceps viridis",3.19
"Cochlicopa lubrica",2.25
"Cochlodina laminata",2.5
"Cochoa azurea",2.5
"Cochoa beccarii",2.2
"Cochoa purpurea",2.5
"Cochoa viridis",2.5
"Cociella crocodilus",3.86
"Cociella heemstrai",3.85
"Cociella hutchinsi",3.78
"Cociella punctata",3.82
"Cociella somaliensis",3.85
"Cocotropus altipinnis",3.15
"Cocotropus astakhovi",3.21
"Cocotropus dermacanthus",3.26
"Cocotropus echinatus",3.33
"Cocotropus eksae",3.22
"Cocotropus izuensis",3.24
"Cocotropus keramaensis",3.17
"Cocotropus larvatus",3.33
"Cocotropus masudai",3.21
"Cocotropus microps",3.2
"Cocotropus monacanthus",3.42
"Cocotropus possi",3.17
"Cocotropus richeri",3.06
"Cocotropus roseomaculatus",3.13
"Cocotropus roseus",3.22
"Cocotropus steinitzi",3.21
"Codoma ornata",2.98
"Coeligena bonapartei",2.1
"Coeligena coeligena",2.1
"Coeligena helianthea",2.1
"Coeligena iris",2.1
"Coeligena lutetiae",2.1
"Coeligena orina",2.1
"Coeligena phalerata",2.1
"Coeligena prunellei",2.1
"Coeligena torquata",2.1
"Coeligena violifer",2.1
"Coeligena wilsoni",2.1
"Coelophrys arca",3.13
"Coelophrys bradburyae",3.19
"Coelophrys brevicaudata",3.23
"Coelophrys brevipes",3.16
"Coelophrys micropa",3.29
"Coelophrys mollis",3.12
"Coelophrys oblonga",3.2
"Coelops frithii",3
"Coelops robinsoni",3
"Coelorinchus acanthiger",3.62
"Coelorinchus acantholepis",3.4
"Coelorinchus aconcagua",3.39
"Coelorinchus acutirostris",3.46
"Coelorinchus amirantensis",3.63
"Coelorinchus amydrozosterus",3.49
"Coelorinchus anatirostris",3.18
"Coelorinchus anisacanthus",3.52
"Coelorinchus aratrum",3.55
"Coelorinchus argentatus",3.5
"Coelorinchus argus",3.48
"Coelorinchus aspercephalus",3.59
"Coelorinchus asteroides",3.58
"Coelorinchus australis",4.14
"Coelorinchus biclinozonalis",3.66
"Coelorinchus bollonsi",3.58
"Coelorinchus braueri",3.58
"Coelorinchus brevirostris",3.46
"Coelorinchus caelorhincus",3.49
"Coelorinchus campbellicus",3.58
"Coelorinchus canus",3.24
"Coelorinchus caribbaeus",3.6
"Coelorinchus carinifer",3.51
"Coelorinchus caudani",3.56
"Coelorinchus celaenostomus",3.72
"Coelorinchus charius",3.56
"Coelorinchus chilensis",3.61
"Coelorinchus cingulatus",3.58
"Coelorinchus commutabilis",3.58
"Coelorinchus cookianus",3.58
"Coelorinchus cylindricus",3.43
"Coelorinchus denticulatus",3.51
"Coelorinchus divergens",3.58
"Coelorinchus dorsalis",3.58
"Coelorinchus doryssus",3.54
"Coelorinchus fasciatus",3.86
"Coelorinchus flabellispinnis",3.03
"Coelorinchus formosanus",3.49
"Coelorinchus fuscigulus",3.54
"Coelorinchus gaesorhynchus",3.49
"Coelorinchus geronimo",3.5
"Coelorinchus gilberti",3.66
"Coelorinchus gladius",3.58
"Coelorinchus goobala",3.55
"Coelorinchus gormani",3.52
"Coelorinchus hexafasciatus",3.66
"Coelorinchus hige",3.58
"Coelorinchus hoangi",3.55
"Coelorinchus horribilis",3.55
"Coelorinchus hubbsi",3.47
"Coelorinchus immaculatus",3.53
"Coelorinchus infuscus",3.52
"Coelorinchus innotabilis",3.26
"Coelorinchus japonicus",3.49
"Coelorinchus jordani",3.49
"Coelorinchus kaiyomaru",3.31
"Coelorinchus kamoharai",3.51
"Coelorinchus karrerae",3.55
"Coelorinchus kermadecus",3.66
"Coelorinchus kishinouyei",3.29
"Coelorinchus labiatus",3.95
"Coelorinchus lasti",3.66
"Coelorinchus leptorhinus",3.72
"Coelorinchus longicephalus",3.73
"Coelorinchus longissimus",3.6
"Coelorinchus macrochir",3.81
"Coelorinchus macrolepis",3.58
"Coelorinchus macrorhynchus",3.58
"Coelorinchus maculatus",3.58
"Coelorinchus marinii",4.21
"Coelorinchus matamua",3.48
"Coelorinchus matsubarai",3.54
"Coelorinchus maurofasciatus",3.58
"Coelorinchus mayiae",3.51
"Coelorinchus mediterraneus",3.48
"Coelorinchus melanobranchus",3.45
"Coelorinchus melanosagmatus",3.47
"Coelorinchus mirus",3.55
"Coelorinchus multifasciatus",3.37
"Coelorinchus multispinulosus",3.57
"Coelorinchus mycterismus",3.62
"Coelorinchus mystax",3.64
"Coelorinchus nazcaensis",3.92
"Coelorinchus notatus",3.58
"Coelorinchus obscuratus",3.6
"Coelorinchus occa",3.62
"Coelorinchus oliverianus",3.55
"Coelorinchus osipullus",3.69
"Coelorinchus parallelus",3.61
"Coelorinchus pardus",3.52
"Coelorinchus parvifasciatus",3.51
"Coelorinchus platorhynchus",3.58
"Coelorinchus polli",3.52
"Coelorinchus productus",3.53
"Coelorinchus pseudoparallelus",3.58
"Coelorinchus quadricristatus",3.58
"Coelorinchus quincunciatus",3.58
"Coelorinchus radcliffei",3.58
"Coelorinchus scaphopsis",3.55
"Coelorinchus semaphoreus",3.55
"Coelorinchus sereti",3.6
"Coelorinchus sexradiatus",3.58
"Coelorinchus shcherbachevi",3.58
"Coelorinchus sheni",4.03
"Coelorinchus simorhynchus",3.27
"Coelorinchus smithi",3.88
"Coelorinchus sparsilepis",3.58
"Coelorinchus spathulatus",3.5
"Coelorinchus spilonotus",4.5
"Coelorinchus spinifer",3.58
"Coelorinchus supernasutus",3.67
"Coelorinchus thompsoni",3.58
"Coelorinchus thurla",3.45
"Coelorinchus tokiensis",3.64
"Coelorinchus trachycarus",3.62
"Coelorinchus triocellatus",3.58
"Coelorinchus trunovi",3.6
"Coelorinchus velifer",3.58
"Coelorinchus ventrilux",3.52
"Coelorinchus vityazae",3.53
"Coelorinchus weberi",3.58
"Coelorinchus yurii",3.64
"Coelotes sp. (juv) {l}",3.70760087613536
"Coelotes sp. (juv) {xl}",3.27745188676788
"Coelotes terrestris",3.23557571176619
"Coelotilapia joka",3.29
"Coenagrion pulchellum",2.15794573643411
"Coenagrion sp",2.12375896447374
"Coenagrion sp. ",3.08888888888889
"Coendou bicolor",2
"Coendou nycthemera",2
"Coendou prehensilis",2
"Coendou rothschildi",2
"Coenobita scaevola",2
"Coeranoscincus frontalis",3
"Coeranoscincus reticulatus",3
"Coggeria naufragus",3
"Coilia borneensis",3.3
"Coilia brachygnathus",3.45
"Coilia coomansi",3.3
"Coilia dussumieri",3.29999995231628
"Coilia grayii",3.4
"Coilia lindmani",3.74
"Coilia macrognathos",3.72
"Coilia mystus",3.2
"Coilia nasus",3
"Coilia neglecta",3.34
"Coilia ramcarati",3.37
"Coilia rebentischii",3.33
"Coilia reynaldi",3.34999990463257
"Colaptes campestris",3.05
"Colaptes pitius",3
"Colaptes rupicola",3
"Coleodactylus meridionalis",3
"Coleodactylus natalensis",3
"Coleodactylus septentrionalis",3
"Coleonyx brevis",3
"Coleonyx elegans",3
"Coleonyx mitratus",3
"Coleonyx reticulatus",3
"Coleonyx switaki",3
"Coleonyx variegatus",3
"Coleoptera sp. (juv)",2
"Coleopteran",2
"Coleura afra",3
"Coleura seychellensis",3
"Colibri coruscans",2.1
"Colibri delphinae",2.1
"Colibri serrirostris",2.1
"Colibri thalassinus",2.1
"Colinus cristatus",2.1
"Colinus nigrogularis",2
"Colinus virginianus",2
"Colistium guntheri",3.23
"Colistium nudipinnis",3.23
"Colletheca mutabilis",2
"Colletteichthys dussumieri",3.51
"Colletteichthys flavipinnis",3.41
"Colletteichthys occidentalis",3.43
"Collichthys lucidus",3.64
"Collichthys niveatus",3.75
"Collocalia bartschi",3
"Collocalia brevirostris",3
"Collocalia elaphra",3
"Collocalia esculenta",3
"Collocalia francica",3
"Collocalia fuciphaga",3
"Collocalia hirundinacea",3
"Collocalia infuscata",3
"Collocalia inquieta",3
"Collocalia leucophaea",3
"Collocalia linchi",3
"Collocalia maxima",3
"Collocalia mearnsi",3
"Collocalia papuensis",3
"Collocalia pelewensis",3
"Collocalia salangana",3
"Collocalia sawtelli",3
"Collocalia spodiopygia",3
"Collocalia terraereginae",3
"Collocalia troglodytes",3
"Collocalia unicolor",3
"Collocalia vanikorensis",3
"Collocalia whiteheadi",3
"Colluricincla harmonica",2.95
"Colluricincla sanghirensis",2.8
"Colluricincla tenebrosa",2.6
"Colluricincla woodwardi",3.05
"Colobopsis",2.5
"Colobosaura modesta",3
"Coloburiscus humeralis",2.01041666666667
"Colobus angolensis",2
"Colobus guereza",2
"Colobus polykomos",2
"Colobus satanas",2
"Colobus vellerosus",2
"Coloconger cadenati",3.5
"Coloconger canina",3.79
"Coloconger eximia",3.79
"Coloconger japonicus",3.79
"Coloconger meadi",3.69
"Coloconger raniceps",3.76
"Coloconger scholesi",3.77
"Cologrammus flavescens",4.04
"Cololabis adocetus",3.25
"Cololabis saira",3.71
"Colomastigidae",2.44444444444444
"Colomastix pusilla",3
"Colomesus asellus",3.31
"Colomesus psittacus",3.6
"Colomys goslingi",2.95
"Coloptychon rhombifer",3
"Colopus kochii",3
"Colopus wahlbergii",3
"Colorhamphus parvirostris",3
"Colossendeis scotti",3.390625
"Colossoma macropomum",2.02
"Colostethus fraterdanieli",2.5
"Colpichthys hubbsi",2.9300000667572
"Colpichthys regis",2.93
"Colubraria obscura",4.5
"Columba albinucha",2
"Columba albitorques",2
"Columba argentina",2
"Columba arquatrix",2.1
"Columba bollii",2
"Columba delegorguei",2.1
"Columba elphinstonii",2.1
"Columba eversmanni",2
"Columba guinea",2
"Columba hodgsonii",2
"Columba iriditorques",2
"Columba janthina",2
"Columba junoniae",2
"Columba leucomela",2
"Columba leuconota",2
"Columba livia",2.1
"Columba malherbii",2
"Columba oenas",2.2
"Columba oliviae",2
"Columba pallidiceps",2
"Columba palumboides",2
"Columba palumbus",2
"Columba pollenii",2
"Columba pulchricollis",2.1
"Columba punicea",2
"Columba rupestris",2.1
"Columba sjostedti",2
"Columba thomensis",2
"Columba torringtoniae",2
"Columba trocaz",2
"Columba unicincta",2.1
"Columba vitiensis",2.1
"Columbella mercatoria",2
"Columbellidae",2.3
"Columbina buckleyi",2
"Columbina cruziana",2
"Columbina cyanopis",2
"Columbina inca",2
"Columbina minuta",2
"Columbina passerina",2.1
"Columbina picui",2
"Columbina squammata",2.2
"Columbina talpacoti",2.1
"Colurodontis paxmani",2.88
"Colurostylis lemurum",2
"Colymbetes fusca",2.16666666666667
"Comephorus baikalensis",3.285
"Comephorus dybowskii",3.47
"Cominella glandiformis",3
"Cominella sp. 1",3
"Common Black-headed Gull",3.24
"Common cockle",2.2
"Common Eider",3.08333333333333
"Common goby",2.95454545454545
"Common Greenshank",3.20689655172414
"Common Loon",3.5
"Common periwinkle",2
"Common Redshank",3.14814814814815
"Common Ringed Plover",2.9375
"Common rock crab",3.06818181818182
"Common Shelduck",3.03571428571429
"Common slipper snail",2
"Common starfish",2.8
"Common Tern",3.2
"Compsaraia compsus",3.33
"Compsaraia iara",3.29
"Compsaraia samueli",3.3
"Compsospiza baeri",2.4
"Compsospiza garleppi",2.4
"Compsothyris racovitzae",2
"Compsura gorgonae",2.67
"Compsura heterura",2.63
"Conchoecia antipoda",2.33333333333333
"Conchoecia hettacra",3.3
"concholepas concholepas",2.5
"Concholepas concholepas",3.18
"Concinnia amplus",3
"Concinnia brachyosoma",3
"Concinnia martini",3
"Concinnia queenslandiae",3
"Concinnia spinosa",3
"Concinnia tenuis",3
"Condylura cristata",3.2
"Conepatus chinga",2.95
"Conepatus humboldtii",2.95
"Conepatus leuconotus",2.95
"Conepatus semistriatus",2.95
"Conger cinereus",4.34
"Conger conger",3.81409090909091
"Conger erebennus",4.14
"Conger esculentus",4.5
"Conger japonicus",3.97
"Conger macrocephalus",3.96
"Conger marginatus",4.11
"Conger myriaster",3.98
"Conger oceanicus",4.5
"Conger oligoporus",4.5
"Conger orbignianus",3.72
"Conger philippinus",4.14
"Conger triporiceps",4.02
"Conger verreauxi",4.2
"Conger wilsoni",3.5
"Congiopodus coriaceus",3.31
"Congiopodus kieneri",3.31
"Congiopodus leucopaecilus",3.28
"Congiopodus peruvianus",3.27
"Congiopodus spinifer",3.3
"Congiopodus torvus",3.36
"Congocharax olbrechtsi",2.99
"Congochromis dimidiatus",3.21
"Congochromis pugnatus",3.21
"Congochromis robustus",3.28
"Congochromis sabinae",3.21
"Congochromis squamiceps",3.22
"Congoglanis alula",3.08
"Congoglanis howesi",3.08
"Congoglanis inga",3.08
"Congoglanis sagitta",3.08
"Congolacerta vauereselli",3
"Congolapia bilineata",3.27
"Congolapia crassa",3.25
"Congolapia louna",3.25
"Congosorex polli",3
"Congosorex verheyeni",3
"Congothrissa gossei",3.33
"Congresox talabon",4
"Congresox talabonoides",4.3
"Congrhynchus talabonoides",3.74
"Congriscus maldivensis",3.84
"Congriscus marquesaensis",3.71
"Congriscus megastomus",4.02
"Congrogadus amplimaculatus",3.5
"Congrogadus hierichthys",3.72
"Congrogadus malayanus",3.5
"Congrogadus spinifer",3.63
"Congrogadus subducens",4.02
"Congrogadus winterbottomi",3.49
"Congrosoma evermanni",3.74
"Conidens laticephalus",3.19
"Conidens samoensis",3.19
"Conilurus albipes",2.1
"Conilurus penicillatus",2.1
"Coniophanes fissidens",3.98
"Conniella apterygia",3.28
"Connochaetes gnou",2
"Connochaetes taurinus",2
"Conocara bertelseni",3.5
"Conocara fiolenti",3.49
"Conocara kreffti",3.5
"Conocara macropterum",3.48
"Conocara microlepis",3.44
"Conocara murrayi",3.48
